NM_VOTAVEL;NR_ZONA;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO;NM_MUNICIPIO;QT_VOTOS_TOTAL;LATITUDE;LONGITUDE
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO BATISTA SHEPARD;RUA JOSÉ HIGINO 416;RIO DE JANEIRO;12;-229.313.904;-43.235.301
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO DOS SANTOS ANJOS;RUA DEZOITO DE OUTUBRO 95;RIO DE JANEIRO;14;-229.363.174;-432.412.656
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO ELZA CAMPOS;RUA ANTÔNIO BASÍLIO 135;RIO DE JANEIRO;5;-229.254.605;-432.361.295
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO MARISTA SÃO JOSÉ;RUA CONDE DE BONFIM 1067;RIO DE JANEIRO;5;-229.420.127;-432.507.531
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO PALAS (R. CONDE DE BONFIM);RUA CONDE DE BONFIM 774;RIO DE JANEIRO;3;-229.340.868;-432.428.154
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO PALAS (R. JOSÉ HIGINO);RUA JOSÉ HIGINO 273;RIO DE JANEIRO;1;-229.292.848;-432.386.231
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO PALAS (R. JOSÉ HIGINO, 247);RUA JOSÉ HIGINO 247;RIO DE JANEIRO;3;-229.292.848;-432.386.231
FERNANDO CESAR CAMPOS PAES;7;COLÉGIO SANTA TERESA DE JESUS;RUA SÃO FRANCISCO XAVIER 11;RIO DE JANEIRO;14;-229.218.417;-432.219.397
FERNANDO CESAR CAMPOS PAES;7;CURSO ALIANÇA FRANCESA;RUA ANDRADE NEVES 315;RIO DE JANEIRO;5;-229.327.452;-432.382.053
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL ALMIRANTE BARROSO;RUA HOMEM DE MELO 292;RIO DE JANEIRO;8;-229.342.569;-432.391.346
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL ARAÚJO PORTO ALEGRE;ESTRADA VELHA DA TIJUCA 181;RIO DE JANEIRO;9;-229.479.675;-432.581.396
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL BARÃO DE ITACURUSSÁ;RUA ANDRADE NEVES 481;RIO DE JANEIRO;8;-229.335.142;-432.395.735
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL GENERAL EUCLYDES DE FIGUEIREDO;RUA ALZIRA BRANDÃO 500;RIO DE JANEIRO;7;-22.920.186;-432.247.887
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL LAUDÍMIA TROTTA;RUA ANTÔNIO BASÍLIO 370;RIO DE JANEIRO;9;-229.267.342;-432.379.361
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL PRUDENTE DE MORAES;RUA ENES DE SOUSA 36;RIO DE JANEIRO;7;-229.291.057;-432.329.288
FERNANDO CESAR CAMPOS PAES;7;ESCOLA MUNICIPAL SOARES PEREIRA;AVENIDA MARACANÃ 1450;RIO DE JANEIRO;13;-229.327.173;-432.432.096
FERNANDO CESAR CAMPOS PAES;7;ESCOLA OGA MITÁ;RUA CONDE DE BONFIM 1305;RIO DE JANEIRO;6;-229.458.605;-43.254.233
FERNANDO CESAR CAMPOS PAES;7;IBEU - INSTITUTO BRASIL ESTADOS UNIDOS;RUA MARIA AMÁLIA 116;RIO DE JANEIRO;3;-229.274.055;-432.411.554
FERNANDO CESAR CAMPOS PAES;7;IGREJA NOSSA SENHORA DO LÍBANO;RUA CONDE DE BONFIM 638;RIO DE JANEIRO;1;-229.312.282;-432.391.125
FERNANDO CESAR CAMPOS PAES;7;INSTITUTO BRAGA CARNEIRO;RUA DOS ARAÚJOS 31;RIO DE JANEIRO;6;-229.261.587;-432.267.352
FERNANDO CESAR CAMPOS PAES;7;INSTITUTO TOCANDO EM VOCE;RUA GENERAL ROCA 362;RIO DE JANEIRO;3;-229.267.203;-432.302.592
FERNANDO CESAR CAMPOS PAES;7;JARDIM ESCOLA MUNDO INFANTIL;RUA MARIA AMÁLIA 188;RIO DE JANEIRO;5;-229.272.966;-432.418.713
FERNANDO CESAR CAMPOS PAES;7;MONTANHA CLUBE;ESTRADA VELHA DA TIJUCA 447;RIO DE JANEIRO;8;-22.949.736;-4.325.942.300.000.000
FERNANDO CESAR CAMPOS PAES;7;TIJUCA TÊNIS CLUBE;RUA CONDE DE BONFIM 451;RIO DE JANEIRO;23;-229.268.083;-432.350.463
FERNANDO CESAR CAMPOS PAES;8;CE COMPOSITOR LUIZ CARLOS DA VILA;AV. DOM HÉLDER CÂMARA 1184;RIO DE JANEIRO;4;-228.869.647;-432.502.676
FERNANDO CESAR CAMPOS PAES;8;CEFET - MARIA DA GRAÇA;RUA MIGUEL ÂNGELO, 96;RIO DE JANEIRO;5;-228.822.602;-432.588.946
FERNANDO CESAR CAMPOS PAES;8;COLEGIO CELIO RODRIGUES;RUA FERREIRA DE ANDRADE, 629;RIO DE JANEIRO;11;-228.905.072;-432.710.935
FERNANDO CESAR CAMPOS PAES;8;COLEGIO ERNANI CARDOSO;RUA MARQUES DE LEAO 9;RIO DE JANEIRO;5;-229.029.831;-432.712.937
FERNANDO CESAR CAMPOS PAES;8;COLEGIO HELIO ALONSO;RUA LUCIDIO LAGO 427;RIO DE JANEIRO;14;-228.994.645;-432.744.434
FERNANDO CESAR CAMPOS PAES;8;COLEGIO SANTA MONICA;RUA HERMINIA 2;RIO DE JANEIRO;23;-22.893.126;-432.722.857
FERNANDO CESAR CAMPOS PAES;8;COLÉGIO IMACULADO CORAÇÃO DE MARIA;RUA  ARISTIDES CAIRE, 141;RIO DE JANEIRO;5;-22.897.668;-432.769.749
FERNANDO CESAR CAMPOS PAES;8;COLÉGIO ROSA DE SARON;RUA LINO TEIXEIRA, N 112;RIO DE JANEIRO;7;-228.937.291;-432.581.546
FERNANDO CESAR CAMPOS PAES;8;DIVISAO LOCAL DE SEGUROS SOCIAIS DO INSS;RUA ARISTIDES CAIRE 218;RIO DE JANEIRO;3;-228.970.487;-432.754.549
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL CÍVICO-MILITAR CARIOCA;RUA CONDE DE PORTO ALEGRE, 301;RIO DE JANEIRO;17;-228.987.115;-4.325.082.310.000.000
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL DELFIM MOREIRA;PRAÇA UBAJARA 28;RIO DE JANEIRO;9;-228.939.775;-432.522.025
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL GEORGE SUMMER;RUA ANA NÉRI 2028;RIO DE JANEIRO;6;-229.006.938;-432.555.313
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL JEAN MERMOZ;RUA SÃO GABRIEL, 261;RIO DE JANEIRO;4;-228.868.204;-432.735.006
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL JOSÉ LINS DO REGO;RUA REGINALDO PARDELHAS, S/N;RIO DE JANEIRO;11;-22.890.587;-43.266.334
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL MANOEL BOMFIM;RUA BRAQUE 31;RIO DE JANEIRO;11;-228.847.347;-432.741.884
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL MEDEIROS E ALBUQUERQUE;RUA BOLÍVIA 62;RIO DE JANEIRO;6;-228.996.789;-432.690.323
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL PERNAMBUCO;RUA CONDE DE AZAMBUJA 579;RIO DE JANEIRO;16;-22.884.319;-43.262.603
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL PROFESSOR VISITACAO;RUA FERREIRA DE ANDRADE 209;RIO DE JANEIRO;6;-228.939.924;-432.728.855
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL RIO DE JANEIRO;RUA PEÇANHA DA SILVA 165;RIO DE JANEIRO;12;-228.931.776;-432.646.751
FERNANDO CESAR CAMPOS PAES;8;ESCOLA MUNICIPAL THOMAS MANN;RUA FERREIRA DE ANDRADE 195;RIO DE JANEIRO;9;-228.939.193;-4.327.268.040.000.000
FERNANDO CESAR CAMPOS PAES;8;ESCOLA RUTH SANTANA;RUA TORRES SOBRINHO 57;RIO DE JANEIRO;3;-228.972.616;-432.730.369
FERNANDO CESAR CAMPOS PAES;8;GAP- DEL CASTILHO;RUA VLAMINCK 125;RIO DE JANEIRO;5;-228.837.842;-432.740.659
FERNANDO CESAR CAMPOS PAES;8;GINASIO ESTADUAL CENTRAL DO BRASIL;RUA RIO GRANDE DO SUL 49;RIO DE JANEIRO;5;-228.977.106;-432.757.158
FERNANDO CESAR CAMPOS PAES;8;GINÁSIO EXPERIMENTAL TECNOLÓGICO ELZA SOARES;RUA ANA NERI, 1552;RIO DE JANEIRO;7;-228.998.742;-43.250.726
FERNANDO CESAR CAMPOS PAES;8;IGREJA BATISTA DO ROCHA;RUA DR. GARNIER 610;RIO DE JANEIRO;1;-228.959.748;-432.493.894
FERNANDO CESAR CAMPOS PAES;8;IGREJA JESUS DIVINO MESTRE;RUA VELINDA MAURICIO DA FONSECA 66;RIO DE JANEIRO;4;-228.919.206;-432.667.973
FERNANDO CESAR CAMPOS PAES;8;IGREJA NOSSA SENHORA DA LUZ;RUA ANA NÉRI 1114;RIO DE JANEIRO;2;-229.003.843;-432.464.685
FERNANDO CESAR CAMPOS PAES;9;CENTRO DE ENSINO FARIA BRITO;AV. MIGUEL ANTÔNIO FERNANDES, 751;RIO DE JANEIRO;52;-230.099.143;-434.784.522
FERNANDO CESAR CAMPOS PAES;9;CIEP MARGARET MEE;RUA DESEMBARGADOR PAULO ALONSO, N 23;RIO DE JANEIRO;68;-230.200.691;-434.811.668
FERNANDO CESAR CAMPOS PAES;9;COLEGIO RECANTO;AV GENARO DE CARVALHO, 1379;RIO DE JANEIRO;42;-230.167.727;-434.587.384
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO ALFA CEM - UNIDADE RECREIO;AVENIDA GUINARD, 50;RIO DE JANEIRO;29;-23.011.866;-434.528.453
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO ESTADUAL VICENTE JANNUZZI;AV. DAS AMERICAS 6120 JUNTO AO COND. PORTAL;RIO DE JANEIRO;21;-2.299.987;-4.337.697
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO MX;AV. LÚCIO COSTA, 17686;RIO DE JANEIRO;23;-230.291.247;-434.687.323
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO NOSSA SENHORA DA RESSURREIÇÃO;AV GILKA MACHADO, 1529;RIO DE JANEIRO;44;-230.181.018;-434.793.878
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO NOTRE DAME RECREIO;AVENIDA DAS AMÉRICAS, 19400;RIO DE JANEIRO;14;-230.190.847;-435.021.231
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO PALAS - UNIDADE RECREIO;AV. DOS EUCALIPTOS, 90;RIO DE JANEIRO;38;-230.099.638;-434.626.179
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO SANTO AGOSTINHO;RUA RINO LEVI, 485;RIO DE JANEIRO;30;-230.022.231;-433.837.895
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO VARGEM GRANDE;RUA ESPERANÇA, 9;RIO DE JANEIRO;9;-229.812.431;-43.491.146
FERNANDO CESAR CAMPOS PAES;9;COLÉGIO-CURSO TAMANDARÉ;ESTRADA DOS BANDEIRANTES, 12999;RIO DE JANEIRO;2;-229.920.903;-434.510.501
FERNANDO CESAR CAMPOS PAES;9;ESCOLA CAROLINA PATRÍCIO - UNIDADE GOLFE OLÍMPICO;RUA PETRÔNIO CASTRO SOUZA, 495;RIO DE JANEIRO;10;-229.989.366;-434.102.774
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL ALBERT EINSTEIN;RUA GUIMARAES ROSA 166 NOVO LEBLON;RIO DE JANEIRO;13;-230.033.254;-43.383.194
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL DESEMBARGADOR NEY PALMEIRO;R IGARAPÉ-AÇU, 340;RIO DE JANEIRO;21;-229.691.206;-43.412.876
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL EMBAIXADOR ÍTALO ZAPPA;ESTRADA DOS BANDEIRANTES, 11.227 - CONJUNTO CESAR MAIA;RIO DE JANEIRO;5;-229.897.688;-4.343.347.929.999.990
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL FINLANDIA;ESTR. DOS BANDEIRANTES S/N;RIO DE JANEIRO;20;-229.719.811;-434.101.554
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL FREDERICO TROTTA;AV. FAUSTO MOREIRA S/N BARRA SUL;RIO DE JANEIRO;36;-230.076.428;-43.428.094
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL FREI GASPAR;ESTRADA VEREADOR ALCEU DE CARVALHO, S/N;RIO DE JANEIRO;17;-230.011.934;-434.932.777
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL HEMETERIO DOS SANTOS;ESTRADA DOS BANDEIRANTES 8293;RIO DE JANEIRO;27;-229.723.503;-434.131.959
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL MARGARIDA GLÓRIA DE FARIA;AV. PROF. FAUSTO MOREIRA 250 - BARRA SUL;RIO DE JANEIRO;26;-230.080.086;-434.278.159
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL OLEGÁRIO DOMINGUES;ESTRADA DOS BANDEIRANTES 14809;RIO DE JANEIRO;17;-229.835.291;-434.624.374
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL PEROLA BYINGTON;RUA LUCIANO GALLET S/N;RIO DE JANEIRO;13;-229.756.188;-434.902.266
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL PROFESSOR CARLOS DELGADO DE CARVALHO;RUA SEN. RUI CARNEIRO, 05;RIO DE JANEIRO;26;-23.019.783;-434.803.158
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL PROFESSOR TEÓFILO MOREIRA DA COSTA;RUA ESPERANCA 387;RIO DE JANEIRO;15;-229.815.909;-43.491.699
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL PROFESSORA ZULEIKA NUNES DE ALENCAR;R. DES. ELMANO CRUZ 400 - ALFA BARRA 2;RIO DE JANEIRO;12;-230.092.839;-433.698.354
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL RUTH CARDOSO;RUA HISTORIADOR WERNECK DA SILVA;RIO DE JANEIRO;24;-23.013.487;-434.707.578
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL SÃO SEBASTIÃO;R. MANUEL BASTOS DE OLIVEIRA S/N;RIO DE JANEIRO;18;-229.816.628;-434.611.704
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL TRISTÃO DE ATHAYDE;RUA BRAULIO EUGENIO MULLER 405 COND. MANDALA;RIO DE JANEIRO;12;-230.027.535;-433.759.595
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL VICE ALMIRANTE PAULO DE CASTRO MOREIRA DA SILVA;AV. ADOLPHO DE VASCONCELOS 264 COND. PONTOES;RIO DE JANEIRO;24;-230.085.233;-434.300.638
FERNANDO CESAR CAMPOS PAES;9;ESCOLA MUNICIPAL VICE ALMIRANTE ÁLVARO ALBERTO MOTTA E SILVA;AV. ADOLPHO DE VASCONCELOS 234 - COND. PONTOES;RIO DE JANEIRO;24;-230.083.757;-434.299.186
FERNANDO CESAR CAMPOS PAES;9;LEGACY SCHOOL ILHA PURA;ESTRADA DOS BANDEIRANTES, 8624;RIO DE JANEIRO;7;-229.777.396;-434.176.256
FERNANDO CESAR CAMPOS PAES;9;PENSI UNIDADE I RECREIO;AVENIDA DAS AMÉRICAS, 15.403;RIO DE JANEIRO;40;-230.198.722;-4.348.949.289.999.990
FERNANDO CESAR CAMPOS PAES;9;SANTA MÔNICA CENTRO EDUCACIONAL;RUA ALMIRANTE ARY RONGEL, 555;RIO DE JANEIRO;35;-230.182.666;-4.347.306.589.999.990
FERNANDO CESAR CAMPOS PAES;9;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA/UNIDADE VARGEM PEQUENA;ESTRADA BOCA DO MATO, 850;RIO DE JANEIRO;24;-22.979.545;-434.567.989
FERNANDO CESAR CAMPOS PAES;9;UNIVERSIDADE ESTÁCIO DE SÁ - UNIDADE RECREIO/BARRA WORLD;AV. ALFREDO BALTAZAR DA SILVEIRA, 580 - COBERTURA;RIO DE JANEIRO;24;-230.105.461;-434.426.139
FERNANDO CESAR CAMPOS PAES;10;1ª IGREJA BATISTA DA PIEDADE;RUA ASSIS CARNEIRO, 520;RIO DE JANEIRO;7;-22.894.392;-433.123.839
FERNANDO CESAR CAMPOS PAES;10;CEFA;RUA HENRIQUE BRAGA, 478;RIO DE JANEIRO;8;-22.876.672;-433.511.219
FERNANDO CESAR CAMPOS PAES;10;CLUBE DOS SUBOFICIAIS E SARGENTOS DA AERONÁUTICA;AVENIDA ERNANI CARDOSO, 183;RIO DE JANEIRO;5;-228.825.189;-433.344.043
FERNANDO CESAR CAMPOS PAES;10;CLUBE DOS SUBTENENTES E SARGENTOS DO CORPO DE BOMBEIROS;TRAVESSA CARLOS XAVIER, 96;RIO DE JANEIRO;7;-228.764.196;-433.443.431
FERNANDO CESAR CAMPOS PAES;10;COLÉGIO NACIONAL;RUA CLARIMUNDO DE MELLO 1195;RIO DE JANEIRO;11;-228.881.799;-433.293.706
FERNANDO CESAR CAMPOS PAES;10;COLÉGIO SOUZA MARQUES;AVENIDA ERNANI CARDOSO, 335;RIO DE JANEIRO;13;-228.827.289;-433.385.398
FERNANDO CESAR CAMPOS PAES;10;COLÉGIO SÃO JUDAS TADEU;RUA CLARIMUNDO DE MELO, 79;RIO DE JANEIRO;15;-22.896.255;-4.330.425.109.999.990
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL BRIGADEIRO FARIA LIMA;RUA VIOLETA S/N;RIO DE JANEIRO;14;-229.068.467;-431.728.965
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL CARDEAL ARCOVERDE;RUA AGOSTINHO BARBALHO, S/N;RIO DE JANEIRO;8;-228.762.686;-433.434.368
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL FÉLIX PACHECO;RUA ASSIS CARNEIRO, 649;RIO DE JANEIRO;12;-228.959.052;-433.125.446
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL HAITI;RUA DUARTE TEIXEIRA, 45;RIO DE JANEIRO;4;-228.892.463;-433.211.911
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL JOSÉ EMYGDIO DE OLIVEIRA;RUA MARIA JOSE, SN;RIO DE JANEIRO;12;-228.789.235;-433.524.122
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL MARIA DAS DORES NEGRÃO;RUA MARQUÊS DE AGUIAR, 58;RIO DE JANEIRO;1;-228.705.132;-433.554.566
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL MOZART LAGO;RUA JOSÉ CARVALHO SALGADO, S/N;RIO DE JANEIRO;14;-228.722.038;-43.350.384
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL PADRE DEHON;RUA MARIA JOSÉ,  S/N;RIO DE JANEIRO;2;-228.791.299;-433.518.919
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL PARANÁ;AV. ERNANI CARDOSO, 316;RIO DE JANEIRO;11;-228.824.219;-43.338.088
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL REPÚBLICA DE EL SALVADOR;RUA ALMEIDA NOGUEIRA, 85;RIO DE JANEIRO;11;-22.897.131;-43.313.742
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL RUGENDAS;RUA PADRE MANSO, S/N;RIO DE JANEIRO;9;-22.881.833;-433.382.411
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL SÉRVULO DE LIMA;RUA ELIAS DA SILVA,  27;RIO DE JANEIRO;1;-228.896.694;-433.106.737
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL TOBIAS BARRETO;RUA POMPÍLIO DE ALBUQUERQUE, 62;RIO DE JANEIRO;9;-22.897.331;-433.029.361
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL VIRGILIO DE MELO FRANCO;RUA ENGENHEIRO CLOVIS DAUDT 310;RIO DE JANEIRO;19;-229.013.048;-433.116.956
FERNANDO CESAR CAMPOS PAES;10;ESCOLA MUNICIPAL WALDEMAR FALCÃO;PRACA JAGUARÉ,  53;RIO DE JANEIRO;13;-228.757.813;-433.550.362
FERNANDO CESAR CAMPOS PAES;10;FAETEC - CEI QUINTINO;RUA CLARIMUNDO DE MELO, 847;RIO DE JANEIRO;20;-228.925.916;-43.324.568
FERNANDO CESAR CAMPOS PAES;10;FAETEC - CEI QUINTINO 2;RUA CLARIMUNDO DE MELO, 847;RIO DE JANEIRO;5;-228.925.916;-43.324.568
FERNANDO CESAR CAMPOS PAES;10;IGREJA EVANGÉLICA CONGREGACIONAL DO ENCANTADO;RUA MANOEL VITORINO, 77;RIO DE JANEIRO;10;-228.957.601;-433.037.138
FERNANDO CESAR CAMPOS PAES;10;SANTA MONICA CENTRO EDUCACIONAL;RUA JOÃO VICENTE, 173;RIO DE JANEIRO;9;-228.753.607;-433.407.939
FERNANDO CESAR CAMPOS PAES;10;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL (SENAC);RUA EWBANCK DA CAMARA, 91;RIO DE JANEIRO;8;-228.771.409;-4.334.197.930.000.000
FERNANDO CESAR CAMPOS PAES;10;SISTEMA ELITE DE ENSINO;RUA DOMINGOS LOPES, 614;RIO DE JANEIRO;6;-228.776.419;-433.404.499
FERNANDO CESAR CAMPOS PAES;14;ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM;AV. DOM HÉLDER CÂMARA 8484;RIO DE JANEIRO;9;-228.815.552;-432.931.355
FERNANDO CESAR CAMPOS PAES;14;CCIP - CENTRO DE COMÉRCIO E INDÚSTRIA DE PILARES;RUA CASIMIRO DE ABREU, 176;RIO DE JANEIRO;17;-228.804.529;-432.964.269
FERNANDO CESAR CAMPOS PAES;14;ESCOLA AMPLA;AV. DOM HÉLDER CÂMARA, 6845;RIO DE JANEIRO;18;-228.821.804;-43.294.787
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL ALAGOAS;AV. DOM HELDER CAMARA 6742;RIO DE JANEIRO;9;-228.813.255;-432.941.412
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL ANTONIO PEREIRA;RUA MOACIR DE ALMEIDA 771;RIO DE JANEIRO;8;-228.711.135;-433.102.549
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL BOLIVAR;RUA JOSE DOS REIS 466;RIO DE JANEIRO;10;-228.911.578;-432.942.614
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL CINCO DE JULHO;RUA CAETANO DA SILVA 730;RIO DE JANEIRO;1;-228.769.962;-433.233.876
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO;PRAÇA JOSÉ BENEVIDES S/N;RIO DE JANEIRO;4;-228.849.019;-43.293.125
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL ESPÍRITO SANTO;RUA HERCULANO PENA, S/N;RIO DE JANEIRO;5;-228.742.269;-43.314.546
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL FRANCA;RUA PADRE MANUEL DA NÓBREGA 725;RIO DE JANEIRO;26;-228.798.388;-43.314.271
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL GOIAS;RUA GOIAS 248;RIO DE JANEIRO;6;-228.947.775;-433.016.098
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL HELIO SMIDT;RUA JOSE DOS REIS 879;RIO DE JANEIRO;9;-228.885.272;-4.329.384.170.000.000
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL JAIME COSTA;RUA MÚCIO TEIXEIRA 25;RIO DE JANEIRO;7;-228.746.602;-433.146.168
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL JOAO KOPKE;RUA SOUSA CERQUEIRA 63;RIO DE JANEIRO;19;-228.838.684;-433.079.523
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL MARANHAO;AV. JOÃO RIBEIRO 389;RIO DE JANEIRO;11;-228.734.012;-43.297.832
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL PREFEITO FILADELFO AZEVEDO;RUA GRAÇA MELO 640;RIO DE JANEIRO;6;-228.733.084;-433.112.094
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL PROFESSOR SOUZA DA SILVEIRA;RUA AMÁLIA S/N;RIO DE JANEIRO;26;-22.880.443;-433.151.205
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL QUINTINO BOCAIÚVA;RUA VITAL 152;RIO DE JANEIRO;11;-228.872.689;-433.189.106
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL SUECIA;RUA MATEUS DE ANDRADE 42;RIO DE JANEIRO;5;-228.750.852;-432.992.517
FERNANDO CESAR CAMPOS PAES;14;ESCOLA MUNICIPAL TAGORE;PRACA FREDERICO DUVAL S/N;RIO DE JANEIRO;22;-228.876.458;-433.024.853
FERNANDO CESAR CAMPOS PAES;14;GRÊMIO ESPORTIVO VITAL;RUA VITAL 80;RIO DE JANEIRO;6;-228.879.928;-433.189.315
FERNANDO CESAR CAMPOS PAES;14;IGREJA METODISTA;RUA GLAZIOU 71;RIO DE JANEIRO;6;-228.815.202;-432.956.381
FERNANDO CESAR CAMPOS PAES;14;IRMANDADE DE SÃO BENEDITO DE PILARES;RUA DJALMA DUTRA S/N;RIO DE JANEIRO;4;-228.826.071;-432.934.284
FERNANDO CESAR CAMPOS PAES;14;PARÓQUIA DIVINO SALVADOR;RUA DIVINO SALVADOR 153;RIO DE JANEIRO;12;-228.875.354;-433.104.699
FERNANDO CESAR CAMPOS PAES;14;PARÓQUIA NOSSA SENHORA DO AMPARO E SANTA MARIA GORETTI;AV. DOM HÉLDER CÂMARA, 9887;RIO DE JANEIRO;9;-228.831.781;-433.227.132
FERNANDO CESAR CAMPOS PAES;14;PARÓQUIA SÃO BENEDITO DE PILARES;AV. DOM HELDER CAMARA 6653;RIO DE JANEIRO;11;-228.820.057;-43.293.602
FERNANDO CESAR CAMPOS PAES;14;SANTA MÔNICA CENTRO EDUCACIONAL;RUA CERQUEIRA DALTRO 244;RIO DE JANEIRO;21;-228.807.135;-433.230.294
FERNANDO CESAR CAMPOS PAES;16;ACM - ASSOCIAÇÃO CRISTÃ DE MOÇOS DO RIO DE JANEIRO;RUA DA LAPA N 73;RIO DE JANEIRO;6;-229.155.575;-431.778.925
FERNANDO CESAR CAMPOS PAES;16;CATEDRAL METODISTA DO RIO DE JANEIRO;RUA CONDE DE BAEPENDI S/N - ENTRADA PRAÇA JOSÉ DE ALENCAR N 4;RIO DE JANEIRO;3;-229.330.209;-43.178.106
